transaction_id,account_id,timestamp,amount_inr,merchant_name,merchant_category,transaction_type,city,hour_of_day,day_of_week,is_international,velocity_flag,geo_anomaly_flag,high_amount_flag,fraud_label,fraud_reason
TXN500487,ACC434394,2023-02-05 09:05:00,14984.68,Zomato,Food Delivery,UPI,Chennai,9,Sunday,No,No,No,No,0,
TXN500488,ACC195359,2023-12-16 10:40:00,582.38,BookMyShow,Entertainment,Debit Card,Hyderabad,10,Saturday,No,No,No,No,0,
TXN500489,ACC238353,2023-01-09 22:08:00,1237.13,Ola Cabs,Transport,UPI,Kolkata,22,Monday,No,No,No,No,0,
TXN500490,ACC902674,2023-07-21 17:05:00,13603.44,Netflix,Subscription,Credit Card,Delhi,17,Friday,No,No,No,No,0,
TXN500491,ACC834406,2023-11-04 11:24:00,1968.4,BigBasket,Grocery,Net Banking,Chennai,11,Saturday,No,No,No,No,0,
TXN500492,ACC976822,2023-05-24 21:58:00,17922.8,VPN_Service_Anon,Digital,UPI,Dubai,21,Wednesday,Yes,No,Yes,No,1,Velocity breach
TXN500493,ACC133782,2023-07-05 01:17:00,4549.13,PhonePe Wallet,Wallet,Credit Card,Delhi,1,Wednesday,No,No,No,No,0,
TXN500494,ACC133782,2023-03-29 17:12:00,1360.74,Ola Cabs,Transport,Debit Card,Delhi,17,Wednesday,No,No,No,No,0,
TXN500495,ACC910065,2023-04-27 16:46:00,95.08,Netflix,Subscription,UPI,Ahmedabad,16,Thursday,No,No,No,No,0,
TXN500496,ACC772464,2023-06-15 13:54:00,584.37,Zomato,Food Delivery,UPI,Chennai,13,Thursday,No,No,No,No,0,
TXN500497,ACC815894,2023-09-30 14:20:00,702.68,Amazon,E-commerce,UPI,Kolkata,14,Saturday,No,No,No,No,0,
TXN500498,ACC837733,2023-03-26 10:19:00,985.93,Swiggy,Food Delivery,Debit Card,Pune,10,Sunday,No,No,No,No,0,
TXN500499,ACC894139,2023-06-24 01:52:00,26007.25,CryptoExch_Anon,Crypto,Card-Not-Present,London,1,Saturday,Yes,No,Yes,Yes,1,Off-hours
TXN500500,ACC453487,2023-11-17 14:37:00,216.79,Swiggy,Food Delivery,UPI,Bangalore,14,Friday,No,No,No,No,0,
TXN500501,ACC233533,2023-01-29 09:39:00,2678.64,Ola Cabs,Transport,UPI,Kolkata,9,Sunday,No,No,No,No,0,
TXN500502,ACC501058,2023-04-30 19:50:00,1266.82,Ola Cabs,Transport,UPI,Hyderabad,19,Sunday,No,No,No,No,0,
TXN500503,ACC619447,2023-08-21 16:21:00,250.24,Flipkart,E-commerce,UPI,Bangalore,16,Monday,No,No,No,No,0,
TXN500504,ACC515182,2023-08-04 15:46:00,1604.2,Flipkart,E-commerce,UPI,Kolkata,15,Friday,No,No,No,No,0,
TXN500505,ACC956113,2023-06-09 18:56:00,651.92,Paytm Mall,E-commerce,UPI,Mumbai,18,Friday,No,No,No,No,0,
TXN500506,ACC373453,2023-01-30 07:32:00,1724.47,Spotify,Subscription,UPI,Chennai,7,Monday,No,No,No,No,0,
TXN500507,ACC359535,2023-12-22 22:29:00,1153.89,Flipkart,E-commerce,Credit Card,Kolkata,22,Friday,No,No,No,No,0,
TXN500508,ACC123839,2023-01-22 15:14:00,484.9,MakeMyTrip,Travel,UPI,Ahmedabad,15,Sunday,No,No,No,No,0,
TXN500509,ACC638179,2023-07-12 06:25:00,1660.86,BigBasket,Grocery,Credit Card,Bangalore,6,Wednesday,No,No,No,No,0,
TXN500510,ACC646571,2023-07-04 01:01:00,1776.5,IRCTC,Travel,Debit Card,Chennai,1,Tuesday,No,No,No,No,0,
TXN500511,ACC347781,2023-05-15 03:01:00,788.9,Spotify,Subscription,Net Banking,Pune,3,Monday,No,No,No,No,0,
TXN500512,ACC544278,2023-12-05 05:33:00,1769.24,Netflix,Subscription,Debit Card,Bangalore,5,Tuesday,No,No,No,No,0,
TXN500513,ACC166857,2023-12-22 11:20:00,1290.48,Flipkart,E-commerce,Debit Card,Pune,11,Friday,No,No,No,No,0,
TXN500514,ACC669691,2023-11-19 08:55:00,1710.43,BigBasket,Grocery,UPI,Ahmedabad,8,Sunday,No,No,No,No,0,
TXN500515,ACC111991,2023-09-18 12:48:00,1022.25,MakeMyTrip,Travel,UPI,Hyderabad,12,Monday,No,No,No,No,0,
TXN500516,ACC948799,2023-08-31 08:37:00,1591.72,Zomato,Food Delivery,Debit Card,Ahmedabad,8,Thursday,No,No,No,No,0,
TXN500517,ACC221886,2023-08-06 12:36:00,1874.22,BigBasket,Grocery,Net Banking,Pune,12,Sunday,No,No,No,No,0,
TXN500518,ACC491774,2023-10-26 01:29:00,7316.39,Paytm Mall,E-commerce,Credit Card,Hyderabad,1,Thursday,No,No,No,No,0,
TXN500519,ACC165142,2023-08-15 07:16:00,197.98,Ola Cabs,Transport,Debit Card,Pune,7,Tuesday,No,No,No,No,0,
TXN500520,ACC948102,2023-07-04 01:34:00,16720.87,IntlCharge_8827,International,UPI,Kuala Lumpur,1,Tuesday,Yes,Yes,Yes,No,1,Unknown merchant
TXN500521,ACC181896,2023-04-08 22:38:00,1996.89,BigBasket,Grocery,Credit Card,Pune,22,Saturday,No,No,No,No,0,
TXN500522,ACC864715,2023-07-27 18:48:00,14369.36,Ola Cabs,Transport,Debit Card,Chennai,18,Thursday,No,No,No,No,0,
TXN500523,ACC485397,2023-08-31 07:33:00,1582.65,Flipkart,E-commerce,Debit Card,Hyderabad,7,Thursday,No,No,No,No,0,
TXN500524,ACC493892,2023-04-18 14:28:00,1138.97,Spotify,Subscription,UPI,Ahmedabad,14,Tuesday,No,No,No,No,0,
TXN500525,ACC160541,2023-04-26 13:27:00,1517.62,Ola Cabs,Transport,Debit Card,Mumbai,13,Wednesday,No,No,No,No,0,
TXN500526,ACC638179,2023-10-18 20:51:00,6957.14,Flipkart,E-commerce,UPI,Delhi,20,Wednesday,No,No,No,No,0,
TXN500527,ACC359535,2023-02-25 10:36:00,644.06,PhonePe Wallet,Wallet,UPI,Mumbai,10,Saturday,No,No,No,No,0,
TXN500528,ACC619447,2023-04-06 06:04:00,1927.84,MakeMyTrip,Travel,UPI,Ahmedabad,6,Thursday,No,No,No,No,0,
TXN500529,ACC283568,2023-03-29 10:55:00,8973.89,MakeMyTrip,Travel,Net Banking,Delhi,10,Wednesday,No,No,No,No,0,
TXN500530,ACC769737,2023-03-08 06:19:00,359.62,Zomato,Food Delivery,UPI,Chennai,6,Wednesday,No,No,No,No,0,
TXN500531,ACC585494,2023-05-22 06:00:00,1229.45,BigBasket,Grocery,Net Banking,Ahmedabad,6,Monday,No,No,No,No,0,
TXN500532,ACC695551,2023-02-16 09:41:00,12300.51,MakeMyTrip,Travel,Net Banking,Bangalore,9,Thursday,No,No,No,No,0,
TXN500533,ACC224395,2023-08-23 12:58:00,1158.8,Ola Cabs,Transport,Credit Card,Bangalore,12,Wednesday,No,No,No,No,0,
TXN500534,ACC345722,2023-05-30 21:58:00,1411.19,Swiggy,Food Delivery,UPI,Hyderabad,21,Tuesday,No,No,No,No,0,
TXN500535,ACC116405,2023-06-16 13:28:00,2951.54,BigBasket,Grocery,Credit Card,Kolkata,13,Friday,No,No,No,No,0,
TXN500536,ACC626930,2023-07-23 01:00:00,11732.79,BookMyShow,Entertainment,UPI,Ahmedabad,1,Sunday,No,No,No,No,0,
TXN500537,ACC940952,2023-08-13 04:30:00,42085.21,CryptoExch_Anon,Crypto,Card-Not-Present,London,4,Sunday,Yes,No,Yes,Yes,1,Location anomaly
TXN500538,ACC443856,2023-10-01 23:25:00,1370.9,BigBasket,Grocery,Debit Card,Bangalore,23,Sunday,No,No,No,No,0,
TXN500539,ACC146385,2023-04-21 14:44:00,1681.18,Amazon,E-commerce,UPI,Kolkata,14,Friday,No,No,No,No,0,
TXN500540,ACC772464,2023-11-03 00:03:00,443.39,Netflix,Subscription,UPI,Delhi,0,Friday,No,No,No,No,0,
TXN500541,ACC978292,2023-06-22 06:43:00,1919.55,Ola Cabs,Transport,UPI,Bangalore,6,Thursday,No,No,No,No,0,
TXN500542,ACC284019,2023-06-17 10:35:00,419.62,Ola Cabs,Transport,Debit Card,Chennai,10,Saturday,No,No,No,No,0,
TXN500543,ACC947975,2023-03-30 00:25:00,15845.88,VPN_Service_Anon,Digital,ATM,Unknown,0,Thursday,Yes,Yes,Yes,No,1,Velocity breach
TXN500544,ACC217659,2023-11-29 19:23:00,3413.13,UnknownMerchant_XYZ,Unknown,NEFT,London,19,Wednesday,Yes,Yes,Yes,No,1,Off-hours
TXN500545,ACC807160,2023-12-31 17:50:00,9798.27,MakeMyTrip,Travel,Credit Card,Bangalore,17,Sunday,No,No,No,No,0,
TXN500546,ACC195359,2023-12-08 15:04:00,1828.6,Myntra,Apparel,Debit Card,Mumbai,15,Friday,No,No,No,No,0,
TXN500547,ACC443856,2023-06-08 07:47:00,37873.67,AbroadMerchant_TK,International,Card-Not-Present,New York,7,Thursday,Yes,Yes,Yes,Yes,1,Velocity breach
TXN500548,ACC272529,2023-04-14 04:24:00,14851.17,IRCTC,Travel,Debit Card,Hyderabad,4,Friday,No,No,No,No,0,
TXN500549,ACC695551,2023-09-24 13:41:00,96.2,Spotify,Subscription,UPI,Chennai,13,Sunday,No,No,No,No,0,
TXN500550,ACC329021,2023-12-18 22:46:00,30422.15,IntlCharge_8827,International,UPI,Unknown,22,Monday,Yes,Yes,Yes,Yes,1,High amount
TXN500551,ACC590755,2023-09-09 02:12:00,325.99,Amazon,E-commerce,UPI,Chennai,2,Saturday,No,No,No,No,0,
TXN500552,ACC657772,2023-06-09 05:46:00,12283.76,IntlCharge_8827,International,ATM,London,5,Friday,Yes,Yes,Yes,No,1,Unknown merchant
TXN500553,ACC823821,2023-05-20 15:05:00,8568.8,Myntra,Apparel,Net Banking,Bangalore,15,Saturday,No,No,No,No,0,
TXN500554,ACC163182,2023-08-07 02:48:00,29778.81,CryptoExch_Anon,Crypto,ATM,London,2,Monday,Yes,Yes,Yes,Yes,1,High amount
TXN500555,ACC123839,2023-05-26 12:35:00,699.81,Flipkart,E-commerce,UPI,Mumbai,12,Friday,No,No,No,No,0,
TXN500556,ACC461264,2023-09-09 12:59:00,1883.56,Zomato,Food Delivery,UPI,Kolkata,12,Saturday,No,No,No,No,0,
TXN500557,ACC443856,2023-07-17 18:10:00,1553.98,IRCTC,Travel,UPI,Ahmedabad,18,Monday,No,No,No,No,0,
TXN500558,ACC617904,2023-11-30 12:59:00,1484.55,Zomato,Food Delivery,Credit Card,Bangalore,12,Thursday,No,No,No,No,0,
TXN500559,ACC502206,2023-05-11 07:38:00,12022.64,Flipkart,E-commerce,UPI,Kolkata,7,Thursday,No,No,No,No,0,
TXN500560,ACC581206,2023-09-23 06:56:00,8508.41,Zomato,Food Delivery,UPI,Pune,6,Saturday,No,No,No,No,0,
TXN500561,ACC295243,2023-02-25 20:36:00,4723.83,Netflix,Subscription,UPI,Pune,20,Saturday,No,No,No,No,0,
TXN500562,ACC218326,2023-01-01 03:04:00,1073.68,Netflix,Subscription,Credit Card,Bangalore,3,Sunday,No,No,No,No,0,
TXN500563,ACC293757,2023-04-12 15:11:00,1899.54,Paytm Mall,E-commerce,Debit Card,Bangalore,15,Wednesday,No,No,No,No,0,
TXN500564,ACC492650,2023-08-14 20:58:00,262.93,Flipkart,E-commerce,UPI,Pune,20,Monday,No,No,No,No,0,
TXN500565,ACC646571,2023-05-01 15:31:00,1533.04,Ola Cabs,Transport,Debit Card,Delhi,15,Monday,No,No,No,No,0,
TXN500566,ACC991638,2023-07-12 19:33:00,1525.98,Netflix,Subscription,UPI,Hyderabad,19,Wednesday,No,No,No,No,0,
TXN500567,ACC612573,2023-05-03 11:42:00,787.95,Zomato,Food Delivery,Net Banking,Mumbai,11,Wednesday,No,No,No,No,0,
TXN500568,ACC772687,2023-03-13 00:38:00,1413.57,Swiggy,Food Delivery,UPI,Ahmedabad,0,Monday,No,No,No,No,0,
TXN500569,ACC359535,2023-09-21 13:42:00,1886.78,IRCTC,Travel,UPI,Mumbai,13,Thursday,No,No,No,No,0,
TXN500570,ACC863214,2023-04-30 19:31:00,14208.1,Zomato,Food Delivery,UPI,Delhi,19,Sunday,No,No,No,No,0,
TXN500571,ACC626930,2023-12-31 04:55:00,2412.69,Paytm Mall,E-commerce,Credit Card,Delhi,4,Sunday,No,No,No,No,0,
TXN500572,ACC159185,2023-08-28 05:57:00,990.23,PhonePe Wallet,Wallet,UPI,Delhi,5,Monday,No,No,No,No,0,
TXN500573,ACC295361,2023-03-24 10:57:00,1544.3,Zomato,Food Delivery,UPI,Bangalore,10,Friday,No,No,No,No,0,
TXN500574,ACC218326,2023-02-16 22:21:00,1851.5,Spotify,Subscription,UPI,Kolkata,22,Thursday,No,No,No,No,0,
TXN500575,ACC163182,2023-12-01 20:50:00,505.07,Paytm Mall,E-commerce,UPI,Delhi,20,Friday,No,No,No,No,0,
TXN500576,ACC267475,2023-03-01 18:23:00,42673.0,IntlCharge_8827,International,Card-Not-Present,Unknown,18,Wednesday,Yes,Yes,Yes,Yes,1,Location anomaly
TXN500577,ACC525110,2023-07-18 13:20:00,1374.64,Netflix,Subscription,Net Banking,Delhi,13,Tuesday,No,No,No,No,0,
TXN500578,ACC806215,2023-06-11 04:52:00,41868.13,CryptoExch_Anon,Crypto,NEFT,Unknown,4,Sunday,Yes,Yes,Yes,Yes,1,Off-hours
TXN500579,ACC139286,2023-11-03 10:19:00,11184.79,Paytm Mall,E-commerce,Net Banking,Chennai,10,Friday,No,No,No,No,0,
TXN500580,ACC834406,2023-01-31 10:09:00,1447.69,Spotify,Subscription,Net Banking,Bangalore,10,Tuesday,No,No,No,No,0,
TXN500581,ACC995993,2023-12-04 05:01:00,6527.99,Paytm Mall,E-commerce,UPI,Kolkata,5,Monday,No,No,No,No,0,
TXN500582,ACC969032,2023-05-25 22:59:00,1417.16,IRCTC,Travel,Net Banking,Pune,22,Thursday,No,No,No,No,0,
TXN500583,ACC348411,2023-03-12 14:44:00,617.61,PhonePe Wallet,Wallet,UPI,Hyderabad,14,Sunday,No,No,No,No,0,
TXN500584,ACC807160,2023-12-14 04:24:00,6622.59,Zomato,Food Delivery,UPI,Bangalore,4,Thursday,No,No,No,No,0,
TXN500585,ACC722795,2023-11-29 10:37:00,48486.89,AbroadMerchant_TK,International,NEFT,Kuala Lumpur,10,Wednesday,Yes,Yes,Yes,Yes,1,Location anomaly
TXN500586,ACC242007,2023-09-08 09:44:00,47729.09,TempStore_7721,Unknown,NEFT,Kuala Lumpur,9,Friday,Yes,No,Yes,Yes,1,Location anomaly
TXN500587,ACC163182,2023-05-21 20:41:00,284.0,PhonePe Wallet,Wallet,UPI,Mumbai,20,Sunday,No,No,No,No,0,
TXN500588,ACC958136,2023-09-03 08:44:00,14999.4,Uber,Transport,UPI,Pune,8,Sunday,No,No,No,No,0,
TXN500589,ACC158338,2023-02-02 22:58:00,2256.7,Spotify,Subscription,UPI,Delhi,22,Thursday,No,No,No,No,0,
TXN500590,ACC345722,2023-11-30 03:48:00,1334.24,Netflix,Subscription,UPI,Mumbai,3,Thursday,No,No,No,No,0,
TXN500591,ACC711474,2023-03-04 01:08:00,452.15,Flipkart,E-commerce,UPI,Delhi,1,Saturday,No,No,No,No,0,
TXN500592,ACC328486,2023-10-06 05:27:00,1895.12,Ola Cabs,Transport,Debit Card,Ahmedabad,5,Friday,No,No,No,No,0,
TXN500593,ACC711474,2023-09-25 11:38:00,1045.65,Paytm Mall,E-commerce,Debit Card,Chennai,11,Monday,No,No,No,No,0,
TXN500594,ACC329772,2023-03-10 19:35:00,1471.75,IRCTC,Travel,Net Banking,Pune,19,Friday,No,No,No,No,0,
TXN500595,ACC857997,2023-07-24 14:05:00,329.33,BookMyShow,Entertainment,UPI,Chennai,14,Monday,No,No,No,No,0,
TXN500596,ACC170559,2023-11-06 05:26:00,1985.28,Spotify,Subscription,Credit Card,Delhi,5,Monday,No,No,No,No,0,
TXN500597,ACC740632,2023-12-17 17:26:00,223.5,Swiggy,Food Delivery,Credit Card,Chennai,17,Sunday,No,No,No,No,0,
TXN500598,ACC166857,2023-04-24 12:06:00,8827.61,UnknownMerchant_XYZ,Unknown,UPI,Kuala Lumpur,12,Monday,Yes,No,Yes,No,1,High amount
TXN500599,ACC423139,2023-12-25 18:55:00,27598.98,CryptoExch_Anon,Crypto,Card-Not-Present,New York,18,Monday,Yes,Yes,Yes,Yes,1,Velocity breach
TXN500600,ACC401036,2023-04-03 11:51:00,13466.27,Uber,Transport,UPI,Ahmedabad,11,Monday,No,No,No,No,0,
TXN500601,ACC139110,2023-12-18 16:45:00,1156.74,BigBasket,Grocery,UPI,Chennai,16,Monday,No,No,No,No,0,
TXN500602,ACC585494,2023-04-04 14:22:00,609.3,Netflix,Subscription,UPI,Pune,14,Tuesday,No,No,No,No,0,
TXN500603,ACC221886,2023-07-28 10:54:00,1287.62,Swiggy,Food Delivery,UPI,Delhi,10,Friday,No,No,No,No,0,
TXN500604,ACC133782,2023-01-06 13:43:00,1868.26,Paytm Mall,E-commerce,UPI,Kolkata,13,Friday,No,No,No,No,0,
TXN500605,ACC991638,2023-08-06 22:34:00,722.87,Uber,Transport,Debit Card,Ahmedabad,22,Sunday,No,No,No,No,0,
TXN500606,ACC837449,2023-04-26 05:04:00,7495.39,Myntra,Apparel,Credit Card,Bangalore,5,Wednesday,No,No,No,No,0,
TXN500607,ACC160541,2023-12-14 07:53:00,615.63,Paytm Mall,E-commerce,UPI,Chennai,7,Thursday,No,No,No,No,0,
TXN500608,ACC910065,2023-07-21 06:59:00,13614.43,BookMyShow,Entertainment,UPI,Ahmedabad,6,Friday,No,No,No,No,0,
TXN500609,ACC806215,2023-06-18 09:22:00,60.05,Swiggy,Food Delivery,Net Banking,Kolkata,9,Sunday,No,No,No,No,0,
TXN500610,ACC356622,2023-09-21 04:26:00,5251.75,Swiggy,Food Delivery,Credit Card,Kolkata,4,Thursday,No,No,No,No,0,
TXN500611,ACC785280,2023-04-04 17:51:00,1686.75,BookMyShow,Entertainment,UPI,Kolkata,17,Tuesday,No,No,No,No,0,
TXN500612,ACC907236,2023-02-26 06:18:00,871.06,Amazon,E-commerce,UPI,Ahmedabad,6,Sunday,No,No,No,No,0,
TXN500613,ACC967161,2023-08-04 15:35:00,11937.11,PhonePe Wallet,Wallet,Debit Card,Kolkata,15,Friday,No,No,No,No,0,
TXN500614,ACC284019,2023-01-11 04:09:00,25024.55,CryptoExch_Anon,Crypto,ATM,Kuala Lumpur,4,Wednesday,Yes,Yes,Yes,Yes,1,Unknown merchant
TXN500615,ACC139110,2023-08-11 15:18:00,1533.75,BookMyShow,Entertainment,Credit Card,Chennai,15,Friday,No,No,No,No,0,
TXN500616,ACC185847,2023-12-25 07:42:00,974.09,Spotify,Subscription,UPI,Chennai,7,Monday,No,No,No,No,0,
TXN500617,ACC346961,2023-04-28 03:08:00,1981.28,Zomato,Food Delivery,UPI,Delhi,3,Friday,No,No,No,No,0,
TXN500618,ACC837449,2023-06-06 22:40:00,482.46,IRCTC,Travel,UPI,Pune,22,Tuesday,No,No,No,No,0,
TXN500619,ACC164758,2023-06-29 22:26:00,129.73,IRCTC,Travel,Credit Card,Chennai,22,Thursday,No,No,No,No,0,
TXN500620,ACC695361,2023-08-09 05:16:00,643.5,PhonePe Wallet,Wallet,Credit Card,Hyderabad,5,Wednesday,No,No,No,No,0,
TXN500621,ACC882032,2023-10-29 16:38:00,514.59,Myntra,Apparel,UPI,Bangalore,16,Sunday,No,No,No,No,0,
TXN500622,ACC548479,2023-01-22 18:58:00,1325.99,MakeMyTrip,Travel,Credit Card,Hyderabad,18,Sunday,No,No,No,No,0,
TXN500623,ACC823821,2023-10-01 23:09:00,1437.63,Amazon,E-commerce,Net Banking,Hyderabad,23,Sunday,No,No,No,No,0,
TXN500624,ACC967161,2023-08-12 02:30:00,1592.23,Zomato,Food Delivery,Credit Card,Bangalore,2,Saturday,No,No,No,No,0,
TXN500625,ACC705526,2023-02-01 22:12:00,40735.13,VPN_Service_Anon,Digital,Card-Not-Present,Unknown,22,Wednesday,Yes,Yes,Yes,Yes,1,High amount
TXN500626,ACC172371,2023-10-15 12:25:00,579.41,Flipkart,E-commerce,UPI,Ahmedabad,12,Sunday,No,No,No,No,0,
TXN500627,ACC837449,2023-05-13 09:54:00,573.6,IRCTC,Travel,UPI,Pune,9,Saturday,No,No,No,No,0,
TXN500628,ACC217659,2023-03-10 08:55:00,150.46,Netflix,Subscription,UPI,Mumbai,8,Friday,No,No,No,No,0,
TXN500629,ACC176577,2023-06-16 02:45:00,846.27,MakeMyTrip,Travel,UPI,Mumbai,2,Friday,No,No,No,No,0,
TXN500630,ACC366817,2023-04-23 23:17:00,549.18,BigBasket,Grocery,UPI,Kolkata,23,Sunday,No,No,No,No,0,
TXN500631,ACC628373,2023-04-16 14:14:00,1184.24,Myntra,Apparel,Debit Card,Ahmedabad,14,Sunday,No,No,No,No,0,
TXN500632,ACC287143,2023-07-08 04:57:00,403.95,PhonePe Wallet,Wallet,UPI,Ahmedabad,4,Saturday,No,No,No,No,0,
TXN500633,ACC969032,2023-01-11 09:10:00,396.58,MakeMyTrip,Travel,Debit Card,Kolkata,9,Wednesday,No,No,No,No,0,
TXN500634,ACC864715,2023-02-21 23:33:00,1467.19,BigBasket,Grocery,UPI,Delhi,23,Tuesday,No,No,No,No,0,
TXN500635,ACC212512,2023-03-09 07:49:00,571.93,Swiggy,Food Delivery,UPI,Delhi,7,Thursday,No,No,No,No,0,
TXN500636,ACC160541,2023-12-29 02:12:00,916.44,BigBasket,Grocery,Debit Card,Ahmedabad,2,Friday,No,No,No,No,0,
TXN500637,ACC891030,2023-12-21 08:40:00,5857.6,Paytm Mall,E-commerce,UPI,Bangalore,8,Thursday,No,No,No,No,0,
TXN500638,ACC926236,2023-04-27 13:24:00,738.95,BigBasket,Grocery,Debit Card,Ahmedabad,13,Thursday,No,No,No,No,0,
TXN500639,ACC577079,2023-02-22 09:22:00,1250.61,Swiggy,Food Delivery,Debit Card,Bangalore,9,Wednesday,No,No,No,No,0,
TXN500640,ACC578987,2023-11-04 05:43:00,638.05,Zomato,Food Delivery,Credit Card,Delhi,5,Saturday,No,No,No,No,0,
TXN500641,ACC176577,2023-05-16 22:51:00,1730.34,Swiggy,Food Delivery,Debit Card,Hyderabad,22,Tuesday,No,No,No,No,0,
TXN500642,ACC583000,2023-02-04 03:36:00,593.03,Zomato,Food Delivery,Credit Card,Kolkata,3,Saturday,No,No,No,No,0,
TXN500643,ACC665497,2023-09-04 22:26:00,700.26,Flipkart,E-commerce,Net Banking,Kolkata,22,Monday,No,No,No,No,0,
TXN500644,ACC345722,2023-10-01 15:34:00,800.02,Paytm Mall,E-commerce,Debit Card,Delhi,15,Sunday,No,No,No,No,0,
TXN500645,ACC223119,2023-01-09 11:35:00,1845.76,PhonePe Wallet,Wallet,Net Banking,Pune,11,Monday,No,No,No,No,0,
TXN500646,ACC628373,2023-08-04 07:13:00,1506.64,Spotify,Subscription,UPI,Kolkata,7,Friday,No,No,No,No,0,
TXN500647,ACC665497,2023-07-10 01:44:00,33153.57,UnknownMerchant_XYZ,Unknown,NEFT,Dubai,1,Monday,Yes,No,Yes,Yes,1,Velocity breach
TXN500648,ACC706403,2023-03-14 02:15:00,673.25,UnknownMerchant_XYZ,Unknown,ATM,Unknown,2,Tuesday,Yes,Yes,Yes,No,1,High amount
TXN500649,ACC356622,2023-12-24 09:30:00,1458.99,Zomato,Food Delivery,UPI,Bangalore,9,Sunday,No,No,No,No,0,
TXN500650,ACC403528,2023-11-06 05:32:00,1375.81,BigBasket,Grocery,UPI,Pune,5,Monday,No,No,No,No,0,
TXN500651,ACC445637,2023-05-20 02:33:00,294.01,Zomato,Food Delivery,Debit Card,Kolkata,2,Saturday,No,No,No,No,0,
TXN500652,ACC867051,2023-11-06 02:52:00,660.72,Uber,Transport,Credit Card,Mumbai,2,Monday,No,No,No,No,0,
TXN500653,ACC626930,2023-05-19 03:06:00,1568.65,Swiggy,Food Delivery,UPI,Delhi,3,Friday,No,No,No,No,0,
TXN500654,ACC283568,2023-06-08 06:35:00,1294.86,IRCTC,Travel,UPI,Ahmedabad,6,Thursday,No,No,No,No,0,
TXN500655,ACC872399,2023-06-08 00:22:00,47938.06,CryptoExch_Anon,Crypto,ATM,New York,0,Thursday,Yes,Yes,Yes,Yes,1,High amount
TXN500656,ACC801765,2023-12-26 21:06:00,1495.83,Myntra,Apparel,UPI,Mumbai,21,Tuesday,No,No,No,No,0,
TXN500657,ACC583000,2023-10-28 01:18:00,953.06,BigBasket,Grocery,UPI,Chennai,1,Saturday,No,No,No,No,0,
TXN500658,ACC710754,2023-09-14 16:46:00,715.76,Flipkart,E-commerce,Credit Card,Pune,16,Thursday,No,No,No,No,0,
TXN500659,ACC464663,2023-01-21 22:49:00,457.2,Ola Cabs,Transport,UPI,Ahmedabad,22,Saturday,No,No,No,No,0,
TXN500660,ACC107161,2023-06-08 17:55:00,233.52,Netflix,Subscription,UPI,Bangalore,17,Thursday,No,No,No,No,0,
TXN500661,ACC328486,2023-06-30 02:04:00,14720.29,BigBasket,Grocery,UPI,Bangalore,2,Friday,No,No,No,No,0,
TXN500662,ACC860242,2023-01-21 11:54:00,1838.42,BookMyShow,Entertainment,Credit Card,Hyderabad,11,Saturday,No,No,No,No,0,
TXN500663,ACC570325,2023-09-17 14:16:00,2181.6,VPN_Service_Anon,Digital,Card-Not-Present,Kuala Lumpur,14,Sunday,Yes,No,Yes,No,1,Velocity breach
TXN500664,ACC704095,2023-01-05 04:54:00,2948.72,Swiggy,Food Delivery,UPI,Ahmedabad,4,Thursday,No,No,No,No,0,
TXN500665,ACC544730,2023-08-28 20:34:00,5500.39,AbroadMerchant_TK,International,Card-Not-Present,London,20,Monday,Yes,Yes,Yes,No,1,High amount
TXN500666,ACC238353,2023-02-03 10:21:00,998.28,Flipkart,E-commerce,Net Banking,Bangalore,10,Friday,No,No,No,No,0,
TXN500667,ACC331577,2023-06-13 18:02:00,12264.27,Flipkart,E-commerce,UPI,Chennai,18,Tuesday,No,No,No,No,0,
TXN500668,ACC516278,2023-12-17 13:17:00,185.06,BookMyShow,Entertainment,Net Banking,Ahmedabad,13,Sunday,No,No,No,No,0,
TXN500669,ACC724756,2023-04-05 01:05:00,1518.69,MakeMyTrip,Travel,Net Banking,Kolkata,1,Wednesday,No,No,No,No,0,
TXN500670,ACC710754,2023-12-23 13:22:00,808.82,MakeMyTrip,Travel,UPI,Delhi,13,Saturday,No,No,No,No,0,
TXN500671,ACC373453,2023-06-15 21:52:00,3956.58,Uber,Transport,Net Banking,Bangalore,21,Thursday,No,No,No,No,0,
TXN500672,ACC769752,2023-12-12 13:16:00,13144.47,Paytm Mall,E-commerce,UPI,Delhi,13,Tuesday,No,No,No,No,0,
TXN500673,ACC267475,2023-08-04 22:34:00,373.9,Netflix,Subscription,Credit Card,Hyderabad,22,Friday,No,No,No,No,0,
TXN500674,ACC813341,2023-09-15 03:44:00,32462.49,AbroadMerchant_TK,International,NEFT,Unknown,3,Friday,Yes,Yes,Yes,Yes,1,Unknown merchant
TXN500675,ACC327823,2023-08-07 16:48:00,392.84,Myntra,Apparel,Net Banking,Kolkata,16,Monday,No,No,No,No,0,
TXN500676,ACC663356,2023-11-21 09:44:00,1878.91,Flipkart,E-commerce,UPI,Delhi,9,Tuesday,No,No,No,No,0,
TXN500677,ACC501058,2023-02-23 15:47:00,46364.16,TempStore_7721,Unknown,NEFT,Dubai,15,Thursday,Yes,No,Yes,Yes,1,Off-hours
TXN500678,ACC700521,2023-08-04 06:14:00,936.53,Netflix,Subscription,Net Banking,Hyderabad,6,Friday,No,No,No,No,0,
